ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_category,_type,continent,country,country_code,state,state_code,town,formatted,confidence,original_address,j_UtilityID,j_Project Name,j_City,j_State,j_Utility,j_Utility Type,j_Basic Structure,j_System Size (MW-AC),j_System Size (MW-DC),j_Year of Interconnection
US,USA,commerce,shop,North America,United States of America,us,New Hampshire,NH,,"AppleKnockers General Store, 230 Mt Moosilauke Highway, Warren, Grafton County, NH 03279, United States of America","9","230 NH-25, Warren, NH 03279","13,441",NH SolarShares - Appleknockers General Store,Warren,NH,New Hampshire Elec Coop Inc,Cooperative,Rural electric cooperative,0.12,0.21,"2,016"
US,USA,travel/tourism,hotel,North America,United States of America,us,New Hampshire,NH,Plymouth,"Common Man Inn & Spa, 231 Main Street, Plymouth, NH 03264, United States of America","9","231 Main St, Plymouth, NH 03264","13,441",NH SolarShares - Frosty Scoops/Common Man,Plymouth,NH,New Hampshire Elec Coop Inc,Cooperative,Rural electric cooperative,0.12,0.21,"2,017"
US,USA,education,school,North America,United States of America,us,New Mexico,NM,,"Taos Charter School, 1303 Paseo del Canon East, Taos, NM 87571, United States of America","9","1303 Paseo Del Cañon E, Taos, NM 87571","10,378",KCEC Community Solar Program,Taos,NM,"Kit Carson Electric Coop, Inc",Cooperative,Rural electric cooperative,0.4,0.52,"2,014"
US,USA,road,road,North America,United States of America,us,Ohio,OH,Hamilton,"Mill Rd, Hamilton, OH, United States of America","5","2662 Lanes Mill Rd Hamilton, Ohio","2,651",OurSolar,Oxford,OH,Butler Rural Electric Coop Inc - (OH),Cooperative,Rural electric cooperative,0.23,0.31,"2,014"
US,USA,road,road,North America,United States of America,us,Ohio,OH,Greenville,"Fort Jefferson Ave, Greenville, OH, United States of America","8","1120 Fort Jefferson Ave, Greenville, OH 45331","4,796",OurSolar,Rossburg,OH,"Darke Rural Electric Coop, Inc",Cooperative,Rural electric cooperative,0.02,0.02,"2,011"
US,USA,road,road,North America,United States of America,us,Ohio,OH,Findlay,"Twp Rd 215, Findlay, OH, United States of America","8","7011 Township Rd 215, Findlay, OH 45840","8,034",OurSolar,Findlay,OH,Hancock-Wood Electric Coop Inc,Cooperative,Rural electric cooperative,0.05,0.07,
US,USA,postcode,postcode,North America,United States of America,us,Ohio,OH,,"Washington Township, OH 43080, United States of America","6","Washington Township, OH 43080","10,668",OurSolar,Utica,OH,Licking Rural Electric Inc,Cooperative,Rural electric cooperative,0.45,0.58,"2,015"
US,USA,place,city,North America,United States of America,us,Ohio,OH,Spencer,"Spencer, Ohio, United States of America","6","1 Cooperative Way, Spencer, OH 44275","11,200",OurSolar,Wellington,OH,"Lorain-Medina R E C, Inc",Cooperative,Rural electric cooperative,0.17,0.22,"2,017"
US,USA,road,road,North America,United States of America,us,Ohio,OH,Delaware,"State Rte 521, Delaware, OH, United States of America","8","4993 State Route 521, Delaware, OH 43015","12,990",OurSolar,Delaware,OH,Consolidated Electric Coop Inc,Cooperative,Rural electric cooperative,0.04,0.05,"2,013"
US,USA,road,road,North America,United States of America,us,Ohio,OH,Attica,"Stump Pike Rd, Attica, OH, United States of America","6","350 Stump Pike Rd, Attica, OH 44807","13,693",OurSolar,Attica,OH,"North Central Elec Coop, Inc",Cooperative,Rural electric cooperative,0.17,0.22,"2,011"
US,USA,building,building,North America,United States of America,us,Ohio,OH,Paulding,"Paulding Putnam REA, 401 McDonald Pike, Paulding, OH 45879, United States of America","10","401 McDonald Pike, Paulding, OH 45879","14,599",OurSolar,Paulding,OH,"Paulding-Putman Elec Coop, Inc",Cooperative,Rural electric cooperative,0.04,0.05,"2,016"
US,USA,building,building,North America,United States of America,us,Ohio,OH,,"767 Three Mile Road, Champaign County, OH 43078, United States of America","10","767 Three Mile Road, Urbana, OH 43078","15,054",OurSolar,Urbana,OH,"Pioneer Rural Elec Coop, Inc - (OH)",Cooperative,Rural electric cooperative,0.08,0.13,"2,015"
US,USA,building,building,North America,United States of America,us,Ohio,OH,,"808 Mill Park Drive, Lancaster, OH 43130, United States of America","10","808 Mill Park Dr, Lancaster, OH 43130","18,085",OurSolar,Lancaster,OH,South Central Power Company,Cooperative,Rural electric cooperative,0.23,0.4,"2,014"
US,USA,road,road,North America,United States of America,us,Ohio,OH,McClure,"Twp Rd K, McClure, OH, United States of America","6","8945 County Rd K2, Malinta, OH 43535","19,176",OurSolar,Malinta,OH,"Tricounty Rural Elec Coop, Inc",Cooperative,Rural electric cooperative,0.12,0.15,"2,016"
US,USA,road,road,North America,United States of America,us,Ohio,OH,,"West Lima Street, Forest, Jackson Township, OH 45843, United States of America","9","1210 W Lima St, Kenton, OH 43326","36,189",OurSolar,Kenton,OH,"Mid-Ohio Energy Coop, Inc",Cooperative,Rural electric cooperative,0.05,0.06,"2,015"
US,USA,building,building,North America,United States of America,us,Ohio,OH,,"2859 Marion-Upper Sandusky Road, Grand Prairie Township, OH 43302, United States of America","10","2859 Marion–Upper Sandusky Rd, Marion, OH 43302","36,189",OurSolar,Marion,OH,"Mid-Ohio Energy Coop, Inc",Cooperative,Rural electric cooperative,10.37,13.48,"2,015"
US,USA,road,road,North America,United States of America,us,Oklahoma,OK,Okmulgee,"South Wood Drive, Okmulgee, OK 74447, United States of America","9","2001 S Wood Drive, Okmulgee, OK 74447","5,598",ECE Community Solar,Okmulgee,OK,East Central Oklahoma Elec Coop Inc,Cooperative,Rural electric cooperative,17.5,22.75,"2,019"
US,USA,place,city,North America,United States of America,us,Oklahoma,OK,Frederick,"Frederick, Oklahoma, United States of America","6","1801 Flying Fortress, Frederick, OK 73542","17,681",SWRE Community Solar Frederick,Frederick,OK,Southwest Rural Elec Assn Inc,Cooperative,Rural electric cooperative,1.22,1.59,"2,011"
US,USA,place,city,North America,United States of America,us,Oklahoma,OK,Hooker,"Hooker, Oklahoma, United States of America","5","995 Mile 46 Road, Hooker, OK 73945","19,160",TCEC Community Solar,Hooker,OK,"Tri-County Electric Coop, Inc",Cooperative,Rural electric cooperative,4.72,6.14,"2,017"
US,USA,road,road,North America,United States of America,us,Oklahoma,OK,Kingfisher,"OK 3;US 81, Kingfisher, OK 73750, United States of America","9","19306 US-81, Kingfisher, OK 73750","3,478",WFEC-Cimarron Electric Array,Kingfisher,OK,Cimarron Electric Coop,Cooperative,Rural electric cooperative,0.34,0.44,"2,018"
US,USA,road,road,North America,United States of America,us,Oklahoma,OK,Snyder,"C St, Snyder, OK, United States of America","4","196747 Co Rd N2500, Devol, OK 73531","4,401",WFEC-Cotton Electric Array,Devol,OK,"Cotton Electric Coop, Inc",Cooperative,Rural electric cooperative,0.06,0.08,"2,010"
US,USA,road,road,North America,United States of America,us,Oklahoma,OK,Hollis,"South Morton Street, Hollis, OK 73550, United States of America","9","S Morton St Hollis, OK 73550","8,183",WFEC-Harmon Electric Array,Hollis,OK,Harmon Electric Assn Inc,Cooperative,Rural electric cooperative,0.02,0.03,"2,019"
US,USA,place,city,North America,United States of America,us,Oklahoma,OK,Wilburton,"Wilburton, Oklahoma, United States of America","6","944 SW, 966 OK-2, Wilburton, OK 74578","10,170",WFEC-Kiamichi Electric Array,Wilburton,OK,"Kiamichi Electric Coop, Inc",Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,Oklahoma,OK,Woodward,"2925 Williams Avenue, Woodward, OK 73801, United States of America","10","2925 Williams Ave, Woodward, OK 73801","13,807",WFEC-Northwestern Electric Array,Woodward,OK,Northwestern Electric Coop Inc - (OK),Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,Oklahoma,OK,,"Oklahoma Electric Cooperative, 242 24th Avenue Northwest, Norman, OK 73069, United States of America","10","242 24th Ave NW, Norman, OK 73069","14,062",WFEC-Oklahoma Electric Array,Norman,OK,Oklahoma Electric Coop Inc,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,road,road,North America,United States of America,us,Oklahoma,OK,Marietta,"State Hwy 32, Marietta, OK, United States of America","8","8574 State Hwy 32, Marietta, OK 73448","15,746",WFEC-Red River Valley Array,Marietta,OK,Red River Valley Rrl Elec Assn,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,place,city,North America,United States of America,us,Oklahoma,OK,Durant,"Durant, Oklahoma, United States of America","6","1514 U.S.70, Durant, OK 74701","17,603",WFEC-Southeastern Electric Array,Durant,OK,Southeastern Electric Coop Inc - (OK),Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,Oklahoma,OK,,"700 North Broadway Avenue, Tipton, Tillman County, OK 73570, United States of America","10","700 N Broadway Ave, Tipton, OK 73570","17,681",WFEC-Southwest REC Vernon Array,Tipton,OK,Southwest Rural Elec Assn Inc,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,Oregon,OR,,"Lane Electric Co-op, 787 Bailey Hill Road, Eugene, OR 97402, United States of America","10","787 Bailey Hill Road, Eugene, OR 97402","10,681",Lane Electric’s Community Solar Garden,Eugene,OR,Lane Electric Coop Inc,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,Oregon,OR,,"61090 Southeast 27th Street, Bend, OR 97702, United States of America","10","61090 SE 27th St, Bend, OR 97702","3,240",Shared Solar,Bend,OR,Central Electric Coop Inc - (OR),Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,,"301 Gateway Drive, Talatha, Aiken County, SC 29803, United States of America","10","301 Gateway Dr, Aiken, SC 29803","162","Aiken Electric Cooperative, Inc. Solar Program",Aiken,SC,Aiken Electric Cooperative,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Pickens,"734 West Main Street, Pickens, SC 29671, United States of America","10","734 West Main Street, Pickens, SC 29671","1,890",Blue Ridge Electric Community Solar,Pickens,SC,Blue Ridge Electric Coop Inc - (SC),Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Gaffney,"811 Hamrick Street, Belmont Acres, Gaffney, SC 29340, United States of America","10","811 Hamrick St, Gaffney, SC 29340","2,212",Broad River Electric Coop Community Solar,Gaffney,SC,"Broad River Electric Coop, Inc",Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,road,road,North America,United States of America,us,South Carolina,SC,,"Fairfield Road, Hollywood Hills, Richland County, SC 29203, United States of America","9","3129 US‑321 North, Winnsboro, SC 29180","5,929",Fairfield Electric Community Solar,Winnsboro,SC,"Fairfield Electric Coop, Inc",Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,,"Horry Electric Cooperative, Inc., 2774 Cultra Road, Conway, SC 29526, United States of America","10","2774 Cultra Rd, Conway, SC 29526","8,786",Horry Electric Community Solar,Conway,SC,Horry Electric Coop Inc,Cooperative,Rural electric cooperative,0.04,0.05,"2,018"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Five Forks,"2254 South Highway 14, Heritage Lakes, Five Forks, SC 29681, United States of America","10","2254 SC-14, Laurens, SC 29360","10,768",Laurens Headquarters Farm,Laurens,SC,"Laurens Electric Coop, Inc",Cooperative,Rural electric cooperative,1.77,2.3,"2,014"
US,USA,road,road,North America,United States of America,us,South Carolina,SC,,"East Springdale Road, Rock Hill, SC 29730, United States of America","9","540 E Springdale Rd, Rock Hill, SC 29730","21,002",Lesslie Community Solar Farm,Rock Hill,SC,York Electric Coop Inc,Cooperative,Rural electric cooperative,52,67.6,"2,017"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Abbeville,"300 Cambridge Street, Abbeville, SC 29620, United States of America","10","300 Cambridge St, Abbeville, SC 29620","11,019",Little River Community Solar,Abbeville,SC,Little River Electric Coop Inc,Cooperative,Rural electric cooperative,0.1,0.13,"2,016"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Greenville,"1201 E Butler Rd, Greenville, SC, United States of America","10","1201 East Butler Road, Greenville, SC 29607","10,768",Mauldin Community Solar Farm,Mauldin,SC,"Laurens Electric Coop, Inc",Cooperative,Rural electric cooperative,31.5,40.95,"2,020"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Hardeeville,"1 Cooperative Way, Hardeeville, SC, United States of America","10","1 Cooperative Way, Hardeeville, SC 29927","14,398",New River Community Solar,Hardeeville,SC,Palmetto Electric Coop Inc,Cooperative,Rural electric cooperative,0.1,0.13,"2,015"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,Newberry,"882 Wilson Road, Newberry, SC 29108, United States of America","10","882 Wilson Rd, Newberry, SC 29108","13,524",Newberry Electric Cooperative Community Solar,Newberry,SC,"Newberry Electric Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,020"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,,"4063 Grays Highway, Horsegall, Hampton County, SC 29944, United States of America","10","4063 Grays Hwy, Ridgeland, SC 29936","14,398",Ridgeland Community Solar,Ridgeland,SC,Palmetto Electric Coop Inc,Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,building,building,North America,United States of America,us,South Carolina,SC,,"6473 Old State Road, Wertz Crossroads, Calhoun County, SC 29135, United States of America","10","6473 Old State Rd, St Matthews, SC 29135","14,175",Tri-County Community Solar,St. Matthews,SC,"Tri-County Electric Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,road,road,North America,United States of America,us,South Carolina,SC,York,"Park Place Rd, York, SC, United States of America","9","7640 Park Place Rd, York, SC 29745","21,002",YECÃ¢â‚¬â„¢s East York Community Solar Farm,York,SC,York Electric Coop Inc,Cooperative,Rural electric cooperative,1,1.3,"2,018"
US,USA,building,building,North America,United States of America,us,Tennessee,TN,,"1109 Hill Drive, New Market, Jefferson County, TN 37820, United States of America","10","1109 Hill Dr, New Market, TN 37820","727",Co-op Community Solar,New Market,TN,Appalachian Electric Coop,Cooperative,Rural electric cooperative,1,1.3,"2,020"
US,USA,building,building,North America,United States of America,us,Tennessee,TN,,"8615 Webb Road, Williamson County, TN 37046, United States of America","10","8615 Webb Rd, College Grove, TN 37046","12,470",Cooperative Solar Program,College Grove,TN,Middle Tennessee E M C,Cooperative,Rural electric cooperative,1,1.3,"2,018"
US,USA,building,building,North America,United States of America,us,Tennessee,TN,,"1411 Madison Street, Forest Hills, Shelbyville, TN 37160, United States of America","10","1411 Madison Street, Shelbyville, TN 37160","5,399",DREMC Solar Farm,Shelbyville,TN,Duck River Elec Member Corp,Cooperative,Rural electric cooperative,0.27,0.35,"2,012"
US,USA,road,road,North America,United States of America,us,Texas,TX,Bandera,"Old Hwy 16, Bandera, TX, United States of America","5","3172 Highway 16 North Bandera, TX 78003","1,175",BEC Community Solar,Leakey,TX,"Bandera Electric Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,road,road,North America,United States of America,us,Texas,TX,Sealy,"Circle Drive, Sealy, TX 77474, United States of America","9","9112 Circle Dr Austin, Texas","14,626",Cooperative Solar Program,Austin,TX,"Pedernales Electric Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,road,road,North America,United States of America,us,Texas,TX,,"Ike Byrom Road, Krugerville, Denton County, TX 76227, United States of America","8","15554 Ike Byrom Rd, Aubrey, TX 76227","5,078",CoServ Solar Station,Krugerville,TX,Co-Serv Electric,Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,road,road,North America,United States of America,us,Texas,TX,De Leon,"Co Rd 433, De Leon, TX, United States of America","8","1209 Co Rd 433 Stephenville, Texas","19,490",Erath,Stephenville,TX,United Electric Coop Service Inc - (TX),Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,place,city,North America,United States of America,us,Texas,TX,Orange Grove,"Orange Grove, Texas, United States of America","7","5302 W FM 624 at Hwy 281, Orange Grove, TX","13,830",Roofless Solar,Orange Grove,TX,Nueces Electric Cooperative,Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,building,building,North America,United States of America,us,Texas,TX,Gonzales,"825 East Sarah Dewitt Drive, Gonzales, TX 78629, United States of America","10","825 E Sarah DeWitt Dr, Gonzales, TX 78629","7,752",SunHub,Gonzales,TX,Guadalupe Valley Elec Coop Inc,Cooperative,Rural electric cooperative,0.02,0.02,"2,011"
US,USA,road,road,North America,United States of America,us,Texas,TX,Bedias,"Co Rd 115, Bedias, TX, United States of America","9","Co Rd 115, Bedias, TX 77831","12,452",Synergy Solar,Bedias,TX,Mid-South Electric Coop Assn,Cooperative,Rural electric cooperative,0.23,0.29,"2,014"
US,USA,road,road,North America,United States of America,us,Texas,TX,Whitney,"County Rd, Whitney, TX, United States of America","7","252 County Rd 3405, Clifton, TX 76634","19,490",United Community Solar plant,Clifton,TX,United Electric Coop Service Inc - (TX),Cooperative,Rural electric cooperative,0.04,0.05,"2,014"
US,USA,building,building,North America,United States of America,us,Virginia,VA,Lexington,"1972 Big Spring Drive, Kerrs Creek, Lexington, VA 24450, United States of America","10","1972 Big Spring Drive, Lexington, VA 24450","1,062",BARC Electric Cooperative Community Solar,Lexington,VA,BARC Electric Cooperative Inc,Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,building,building,North America,United States of America,us,Virginia,VA,,"1224 Salem Church Road, Palmyra, Fluvanna County, VA 22963, United States of America","10","1224 Salem Church Rd, Palmyra, VA 22963","3,291",Solar Share,Scottsville,VA,Central Virginia Electric Cooperative,Cooperative,Rural electric cooperative,1,1.3,"2,018"
US,USA,place,municipality,North America,United States of America,us,Vermont,VT,,"Alburgh, Vermont, United States of America","9","VT‑78 & Dump Road, Alburgh, VT","19,791",Alburgh Solar Farm,Alburgh,VT,"Vermont Electric Cooperative, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,021"
US,USA,building,building,North America,United States of America,us,Vermont,VT,,"895 Magee Hill Road, Hinesburg, Chittenden County, VT 05461, United States of America","10","895 Magee Hill Rd, Hinesburg, VT 05461","19,791",Hinesburg Project,Hinesburg,VT,"Vermont Electric Cooperative, Inc",Cooperative,Rural electric cooperative,0.1,0.13,"2,016"
US,USA,building,building,North America,United States of America,us,Washington,WA,West Richland,"6095 West Van Giesen Street, West Richland, WA 99353, United States of America","10","6095 W Van Giesen St, West Richland, WA 99353","1,625",Benton REA Co-op Solar,West Richland,WA,Benton Rural Electric Assn,Cooperative,Rural electric cooperative,1,1.3,"2,019"
US,USA,road,road,North America,United States of America,us,Washington,WA,,"Decatur Head Drive, San Juan County, WA, United States of America","9","668 Decatur Head Dr, Decatur Island, WA 98221","14,170",Community Solar,Anacortes,WA,Orcas Power & Light Coop,Cooperative,Rural electric cooperative,0.76,0.99,"2,019"
US,USA,building,building,North America,United States of America,us,Washington,WA,Gig Harbor,"13315 Goodnough Dr NW, Gig Harbor, WA, United States of America","10","13315 Goodnough Dr NW, Gig Harbor, WA 98332","14,668",Harbor Community Solar,Gig Harbor,WA,Peninsula Light Company,Cooperative,Rural electric cooperative,0.13,0.16,"2,022"
US,USA,building,building,North America,United States of America,us,Washington,WA,,"Inland Power and Light Company, 10110 West Hallett Road, Geiger Heights, Spokane County, WA 99224, United States of America","10","10110 W. Hallett Road, Spokane, WA 99224","8,699",Inland Community Solar addition,Spokane,WA,Inland Power & Light Company,Cooperative,Rural electric cooperative,0.5,0.65,"2,015"
US,USA,building,building,North America,United States of America,us,Washington,WA,,"Inland Power and Light Company, 10110 West Hallett Road, Geiger Heights, Spokane County, WA 99224, United States of America","10","10110 W. Hallett Road, Spokane, WA 99224","8,699",Inland Community Solar addition,Spokane,WA,Inland Power & Light Company,Cooperative,Rural electric cooperative,0.5,0.65,"2,015"
US,USA,building,building,North America,United States of America,us,Washington,WA,North Bend,"45710 Southeast North Bend Way, Tanner, North Bend, WA 98045, United States of America","10"," 45710 SE North Bend Way, North Bend, WA 98045","18,448",Tanner Electric Community Solar,North Bend,WA,Tanner Electric Coop,Cooperative,Rural electric cooperative,0.02,0.02,"2,010"
US,USA,building,building,North America,United States of America,us,Washington,WA,Winthrop,"93 W Chewuch Rd, Winthrop, WA, United States of America","10","93 W Chewuch Road, Winthrop, WA 98862","14,074",Winthrop Community Solar,Winthrop,WA,"Okanogan County Elec Coop, Inc",Cooperative,Rural electric cooperative,2.07,2.69,"2,017"
US,USA,place,neighbourhood,North America,United States of America,us,Wisconsin,WI,,"Eau Claire, WI 54703, United States of America","8","68460 District St, Iron River, WI 54847","1,367",Bayfield Electric Solar Garden,Iron River,WI,Bayfield Electric Cooperative,Cooperative,Rural electric cooperative,0.02,0.02,"2,017"
US,USA,road,road,North America,United States of America,us,Wisconsin,WI,Medford,"State Hwy 13, Medford, WI, United States of America","8","N 1831 State Hwy 13, Medford, WI 54451","18,383",Bright Horizons Community Solar Project,Medford,WI,Taylor Electric Cooperative,Cooperative,Rural electric cooperative,0.02,0.02,"2,017"
US,USA,place,city,North America,United States of America,us,Wisconsin,WI,Greenwood,"Greenwood, Wisconsin, United States of America","6","1209 W Dall‑Berg Rd, Greenwood, WI 54437","3,701",Clark Electric Community Solar,Greenwood,WI,Clark Electric Cooperative,Cooperative,Rural electric cooperative,0.02,0.02,"2,017"
US,USA,building,building,North America,United States of America,us,Wisconsin,WI,,"1420 15th Street, Beaver, WI 54889, United States of America","10","1420 15th St, Barron, WI 54812","1,251",Community Rays Array,Barron,WI,Barron Electric Cooperative,Cooperative,Rural electric cooperative,0.02,0.02,"2,017"
US,USA,building,building,North America,United States of America,us,Wisconsin,WI,,"110 Saugstad Road, Westby, Vernon County, WI 54667, United States of America","10","110 Saugstad Rd, Westby, WI 54667","4,716",WI - DAIRYLAND 1,Westby,WI,Dairyland Power Coop,Cooperative,Rural electric cooperative,0.03,0.04,"2,017"
US,USA,road,road,North America,United States of America,us,Wisconsin,WI,Fall Creek,"US Hwy 12, Fall Creek, WI, United States of America","9","8214 U.S. Highway 12, Fall Creek, WI 54742","5,632",MemberSolar,Eau Claire,WI,Eau Claire Energy Cooperative,Cooperative,Rural electric cooperative,3,3.9,"2,014"
US,USA,road,road,North America,United States of America,us,Wisconsin,WI,,"County Highway A, West Lima, Bloom, WI, United States of America","9","14957 Co Hwy A, Hillsboro, WI 54634","15,983",Richland Electric Transitions Community Solar Array,Hillsboro,WI,Richland Electric Coop,Cooperative,Rural electric cooperative,0.9,1.17,"2,020"
US,USA,building,building,North America,United States of America,us,Wisconsin,WI,Hammond,"1925 Ridgeway St, Hammond, WI, United States of America","10","1925 Ridgeway Street, Hammond, WI 54015","17,868",Sunflower 1,Hammond,WI,St. Croix Electric Cooperative,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,road,road,North America,United States of America,us,Wisconsin,WI,New Lisbon,"Raven Dr, New Lisbon, WI, United States of America","9","N8904 Raven Dr, New Lisbon, WI 53950","13,936",SunnyOak Community Solar Garden,Necedah,WI,Oakdale Electric Cooperative,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,Wisconsin,WI,,"110 Saugstad Road, Westby, Vernon County, WI 54667, United States of America","10","110 Saugstad Rd, Westby, WI 54667","4,716",WI - DAIRYLAND 1,Westby,WI,Dairyland Power Coop,Cooperative,Rural electric cooperative,0.03,0.04,"2,017"
US,USA,place,city,North America,United States of America,us,Wisconsin,WI,De Soto,"De Soto, Wisconsin, United States of America","5","E2263 WI‑82, De Soto, WI 54624","4,716",WI - DAIRYLAND 2,Westby,WI,Dairyland Power Coop,Cooperative,Rural electric cooperative,0.04,0.05,"2,017"
US,USA,building,building,North America,United States of America,us,California,CA,Herald,"14960 Twin Cities Rd, Herald, CA, United States of America","10","14960 Twin Cities Road, Herald, CA 95638","16,534",Rancho Seco II,Herald,CA,Sacramento Municipal Utility District (SMUD),Municipal,Consumer-owned utility,160,208,"2,021"
US,USA,road,road,North America,United States of America,us,California,CA,Rio Linda,"W 6th St, Rio Linda, CA, United States of America","8","West 6th St, Rio Linda, CA 95673","16,534",Wildflower,Rio Linda,CA,Sacramento Municipal Utility District (SMUD),Municipal,Consumer-owned utility,11.6,15.08,"2,021"
US,USA,road,road,North America,United States of America,us,Wisconsin,WI,Janesville,"N Co Rd F, Janesville, WI, United States of America","6","3400 N County Rd F, Janesville, WI 53545","20,847",Janesville Community Solar garden,Janesville,WI,Alliant Energy,Investor Owned,Publicly owned utility,2.25,2.93,"2,025"
